ano_publicacao_contrato;codigo_orgao_entidade_contratante;nome_orgao_entidade_contratante;nome_empresarial_nome_fornecedor;cnpj_cpf_fornecedor_formatado;nome_empresarial_nome_fornecedor_1;unnamed_6;tipo_pessoa_fornecedor;numero_processo_formatado;numero_contrato;indicador_termo_de_contrato;situacao_contrato;descricao_tipo_de_contrato;objeto_contrato;unnamed_14;unnamed_15;unnamed_16;unnamed_17;unnamed_18;unnamed_19;data_assinatura_contrato;data_inicio_vigencia_contrato;data_termino_vigencia_contrato;procedimento_contratacao_grupo;procedimento_contratacao_detalhamento_1;procedimento_contratacao_especializacao;contrato_termoaditivo_arquivos;valor_total_atualizado;valor_despesa_empenhada;valor_despesa_liquidada
2025;2260;FUNDACAO EZEQUIEL DIAS;GERAES DIAGNOSTICA LTDA;13.430.441/0001-75;GERAES DIAGNOSTICA LTDA;;PESSOA JURÍDICA;2261032 000060/2025;9470195;SIM;Vigente publicado;Fornecimento;ALBUMINA BOVINA E SOLUCAO SALINA;;;;;;;2025-06-11;2025-06-12;2026-06-12;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195898;4088,0;4088,0;4088,0
2025;2260;FUNDACAO EZEQUIEL DIAS;GERAES DIAGNOSTICA LTDA;13.430.441/0001-75;GERAES DIAGNOSTICA LTDA;;PESSOA JURÍDICA;2261032 000070/2025;9470106;SIM;Vigente publicado;Fornecimento;aquisição de CEPAS;;;;;;;2025-06-09;2025-06-10;2026-06-10;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195803;24231,28;12115,64;12115,64
2025;2260;FUNDACAO EZEQUIEL DIAS;GERAES DIAGNOSTICA LTDA;13.430.441/0001-75;GERAES DIAGNOSTICA LTDA;;PESSOA JURÍDICA;2261032 000198/2025;9480574;SIM;Vigente publicado;Fornecimento;ANTIGENO DE VDRL;;;;;;;2025-10-31;2025-11-05;2030-11-05;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198799;2550,0;0,0;0,0
2025;2260;FUNDACAO EZEQUIEL DIAS;GERAES DIAGNOSTICA LTDA;13.430.441/0001-75;GERAES DIAGNOSTICA LTDA;;PESSOA JURÍDICA;2261032 000350/2024;9469703;SIM;Vigente publicado;Fornecimento; MEIOS DE CULTURA PRONTOS PARA USO;;;;;;;2025-05-28;2025-05-29;2026-05-29;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195607;671030,6;396438,32;337336,32
2025;2260;FUNDACAO EZEQUIEL DIAS;GERAES DIAGNOSTICA LTDA;13.430.441/0001-75;GERAES DIAGNOSTICA LTDA;;PESSOA JURÍDICA;2261032 000361/2024;9460079;SIM;Vigente publicado;Fornecimento;AQUISIÇÃO DE CORANTES E PRODUTOS DE COLORIMETRIA;;;;;;;2025-05-15;2025-05-19;2026-05-19;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194902;2937,16;2607,16;2374,08
2025;2260;FUNDACAO EZEQUIEL DIAS;GESMAQ COMERCIO E SERVICOS LTDA - ME;38.680.138/0001-51;GESMAQ COMERCIO E SERVICOS LTDA - ME;;PESSOA JURÍDICA;2261032 000082/2025;9475421;SIM;Vigente publicado;Serviço;Contratação de serviços contínuo de manutenção preventiva e corretiva em paleteiras e empilhadeiras movidas à bateria, gasolina ou gás GLP, com fornecimento de peças, sem dedicação exclusiva de mão-de-obra.;;;;;;;2025-09-02;2025-09-03;2026-09-03;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=197907;352220,0;148106,5;28106,5
2025;2260;FUNDACAO EZEQUIEL DIAS;GETINGE DO BRASIL EQUIPAMENTOS MEDICOS LTDA.;06.028.137/0002-11;GETINGE DO BRASIL EQUIPAMENTOS MEDICOS LTDA.;;PESSOA JURÍDICA;2261032 000160/2025;9484437;SIM;Vigente publicado;Serviço;FORNECIMENTO DE PEÇAS, QUALIFICAÇÃO E CALIBRAÇÃO DE EQUIPAMENTOS DA MARCA GETINGE;;;;;;;2025-11-27;2025-12-01;2030-12-01;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Fornecedor exclusivo;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199688;2097850,0;0,0;0,0
2025;2260;FUNDACAO EZEQUIEL DIAS;GETINGE DO BRASIL EQUIPAMENTOS MEDICOS LTDA.;06.028.137/0004-83;GETINGE DO BRASIL EQUIPAMENTOS MEDICOS LTDA.;;PESSOA JURÍDICA;2261032 000160/2025;9484436;SIM;Vigente publicado;Serviço;MANUTENÇÃO CORRETIVA E PREVENTIVA DE EQUIPAMENTOS DA MARCA GETINGE;;;;;;;2025-11-27;2025-12-01;2030-12-01;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Fornecedor exclusivo;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199702;1490416,09;0,0;0,0
2025;2260;FUNDACAO EZEQUIEL DIAS;GLOBALSEC TECNOLOGIA DA INFORMACAO LTDA;43.690.572/0001-52;GLOBALSEC TECNOLOGIA DA INFORMACAO LTDA;;PESSOA JURÍDICA;2261032 000029/2025;9452488;SIM;Vigente publicado;Serviço e Fornecimento;Prestação de serviços de certificação digital para pessoa física e/ou jurídica, para os ÓRGÃOS E ENTIDADES ANUENTES do Estado de Minas Gerais;;;;;;;2025-02-21;2025-02-25;2030-02-25;Bens e serviços - Lei nº 14.133/21;Registro de preços realizado no SIRP;Registro de preços realizado no SIRP;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193846;26650,0;8640,0;1795,0
2025;2260;FUNDACAO EZEQUIEL DIAS;GO GUINDASTES LTDA - ME;18.706.601/0001-80;GO GUINDASTES LTDA - ME;;PESSOA JURÍDICA;2261032 000010/2025;9458839;SIM;Vigente publicado;Serviço;Prestação de serviços de TRANSPORTE, VIA GUINDASTE OU SIMILARES, DE EQUIPAMENTOS E MOBILIÁRIOS COM APÓLICE DE SEGURO REFERENTE A CARGA.;;;;;;;2025-04-10;2025-04-11;2030-04-11;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação;Dispensa de Licitação - Proced. anterior com ausência de licitantes interessados ou de propostas vál;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194384;3966407,5;682221,76;245938,8
2025;2260;FUNDACAO EZEQUIEL DIAS;GPC BIOTECH COMERCIO E SERVICO DE INSUMOS PARA PESQUISA LTDA;28.610.403/0001-71;GPC BIOTECH COMERCIO E SERVICO DE INSUMOS PARA PESQUISA LTDA;;PESSOA JURÍDICA;2261032 000002/2025;9470544;SIM;Vigente publicado;Fornecimento;Aquisição de PLASMIDIO.;;;;;;;2025-07-29;2025-07-30;2026-07-30;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=196071;12418,26;3363,0;3363,0
2025;2260;FUNDACAO EZEQUIEL DIAS;GRANJA R.G. AGRONEGOCIO LTDA;10.315.821/0001-70;GRANJA R.G. AGRONEGOCIO LTDA;;PESSOA JURÍDICA;2261032 000176/2025;9486626;SIM;Vigente publicado;Fornecimento;Compra de SERRAGEM E MARAVALHA;;;;;;;2025-12-04;2025-12-05;2030-12-05;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199906;24000,0;2400,0;0,0
2025;2260;FUNDACAO EZEQUIEL DIAS;GRAULAB BRASIL MATERIAL PARA LABORATORIO S A;64.568.710/0001-03;GRAULAB BRASIL MATERIAL PARA LABORATORIO S A;;PESSOA JURÍDICA;2261032 000086/2025;9473974;SIM;Vigente publicado;Fornecimento;BOLSA PLÁSTICA PARA COLETA BACTERIOLOGICA, CARTELA PARA UTILIZACAO DO REAGENTE CROMOGENICO, SUBSTRATO CROMOGENICO E FLUOROGENICO, SUBSTRATO COLORIMETRICO TMB, TOXINAS E ALBUMINA BOVINA;;;;;;;2025-08-13;2025-08-18;2028-08-18;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=197317;78199,98;10426,8;10426,8
2025;2260;FUNDACAO EZEQUIEL DIAS;GUILHERME FELIPE MARQUES DA COSTA;42.741.925/0001-33;GUILHERME FELIPE MARQUES DA COSTA;;PESSOA JURÍDICA;2261032 000045/2025;9459060;SIM;Encerrado;Serviço;prestação de serviços de CONFECÇÃO DE QUADRO PARA FOTOGRAFIA - MOLDURA EM MADEIRA FOLHEADA NA COR DOURADA COM PASPATUR NA COR CASCA DE OVO E VIDRO ANTI REFLEXO;;;;;;;2025-04-03;2025-04-04;2026-04-04;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194538;6616,66;6616,66;6616,66
2025;2260;FUNDACAO EZEQUIEL DIAS;H & B SUPPLY - COMERCIO DE PRODUTOS ANALITICOS E LABORATORIAIS LTDA;19.021.215/0001-17;H & B SUPPLY - COMERCIO DE PRODUTOS ANALITICOS E LABORATORIAIS LTDA;;PESSOA JURÍDICA;2261032 000060/2025;9470196;SIM;Vigente publicado;Fornecimento;PADRÃO DE REFERENCIA;;;;;;;2025-06-11;2025-06-12;2026-06-12;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195899;13928,0;13928,0;13928,0
2025;2260;FUNDACAO EZEQUIEL DIAS;H & B SUPPLY - COMERCIO DE PRODUTOS ANALITICOS E LABORATORIAIS LTDA;19.021.215/0001-17;H & B SUPPLY - COMERCIO DE PRODUTOS ANALITICOS E LABORATORIAIS LTDA;;PESSOA JURÍDICA;2261032 000086/2025;9473976;SIM;Vigente publicado;Fornecimento;BOLSA PLÁSTICA PARA COLETA BACTERIOLOGICA, CARTELA PARA UTILIZACAO DO REAGENTE CROMOGENICO, SUBSTRATO CROMOGENICO E FLUOROGENICO, SUBSTRATO COLORIMETRICO TMB, TOXINAS E ALBUMINA BOVINA;;;;;;;2025-08-13;2025-08-18;2026-08-18;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=197295;4500,0;4500,0;0,0
2025;2260;FUNDACAO EZEQUIEL DIAS;HEXAGONO QUIMICA E EQUIPAMENTOS PARA LABORATORIOS LTDA;73.264.251/0001-57;HEXAGONO QUIMICA E EQUIPAMENTOS PARA LABORATORIOS LTDA;;PESSOA JURÍDICA;2261032 000362/2024;9456422;SIM;Vigente publicado;Fornecimento;Aquisição de Reagentes e medicamento - hemina;;;;;;;2025-03-25;2025-03-26;2026-03-26;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação;Dispensa de Licitação - Aquisição de produtos para pesquisa e desenvolvimento;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194161;822,0;822,0;822,0
2025;2260;FUNDACAO EZEQUIEL DIAS;HEXIS CIENTIFICA LTDA;53.276.010/0001-10;HEXIS CIENTIFICA LTDA;;PESSOA JURÍDICA;2261032 000285/2024;9447410;SIM;Encerrado;Fornecimento;Aquisição de PADRÕES DE REFERÊNCIA.;;;;;;;2025-01-27;2025-01-28;2026-01-28;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=192821;26984,0;21228,0;21228,0
2025;2260;FUNDACAO EZEQUIEL DIAS;ICEBERG DISTRIBUIDORA LTDA -ME;41.941.303/0002-77;ICEBERG DISTRIBUIDORA LTDA -ME;;PESSOA JURÍDICA;2261032 000382/2024;9450309;SIM;Vigente publicado;Fornecimento;Aquisição de MEDICAMENTOS: XILAZINA, TIOPENTAL SODICO, ALANTOINA + ASSOCIACOES, EMBUTRAMIDA + ASSOCIACOES, MATA BICHEIRA, MOXIDECTINA, SULFADIAZINA DE PRATA + ASSOCIACOES, BENZILPENICILINA + ASSOCIACOES, VACINA, VITAMINA E SUPLEMENTO MINERAL VETERINARIO.;;;;;;;2025-02-18;2025-02-20;2030-02-20;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193573;20725,0;4145,0;4145,0
2025;2260;FUNDACAO EZEQUIEL DIAS;ICELTEC LTDA - EPP;71.403.927/0001-10;ICELTEC LTDA - EPP;;PESSOA JURÍDICA;2261032 000081/2025;9480971;SIM;Vigente publicado;Fornecimento;aquisição de REAGENTES FÍSICO-QUÍMICOS,;;;;;;;2025-11-04;2025-11-06;2028-11-06;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198958;6495,0;2165,0;2165,0
2025;2260;FUNDACAO EZEQUIEL DIAS;ICELTEC LTDA - EPP;71.403.927/0001-10;ICELTEC LTDA - EPP;;PESSOA JURÍDICA;2261032 000255/2025;9479851;SIM;Vigente publicado;Fornecimento;aquisição DE CORANTES E PRODUTOS DE COLORIMETRIA;;;;;;;2025-10-10;2025-10-13;2028-10-13;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação;Dispensa de Licitação - Proced. anterior com ausência de licitantes interessados ou de propostas vál;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198635;315,0;315,0;315,0
2025;2260;FUNDACAO EZEQUIEL DIAS;IDEXX BRASIL LABORATORIOS LTDA.;00.377.455/0001-20;IDEXX BRASIL LABORATORIOS LTDA.;;PESSOA JURÍDICA;2261032 000086/2025;9473978;SIM;Vigente publicado;Fornecimento;BOLSA PLÁSTICA PARA COLETA BACTERIOLOGICA, CARTELA PARA UTILIZACAO DO REAGENTE CROMOGENICO, SUBSTRATO CROMOGENICO E FLUOROGENICO, SUBSTRATO COLORIMETRICO TMB, TOXINAS E ALBUMINA BOVINA;;;;;;;2025-08-13;2025-08-18;2030-08-18;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=197337;633450,0;101520,0;101520,0
2025;2260;FUNDACAO EZEQUIEL DIAS;ILLUMINA BRASIL PRODUTOS DE BIOTECNOLOGIA LTDA;13.147.449/0001-29;ILLUMINA BRASIL PRODUTOS DE BIOTECNOLOGIA LTDA;;PESSOA JURÍDICA;2261032 000172/2024;9471510;SIM;Vigente publicado;Serviço e Fornecimento;MANUTENÇÃO PREVENTIVA E CORRETIVA DA PLATAFORMA DE SEQUENCIAMENTO MISEQ (ILLUMINA);;;;;;;2025-09-03;2025-09-08;2030-09-08;Obras e serviços de engenharia - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Fornecedor exclusivo;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=196497;466080,0;154376,0;54376,0
2025;2260;FUNDACAO EZEQUIEL DIAS;I.M.A. INDUSTRIA MACCHINE AUTOMATICHE S.P.A. SIGLA IMA S.P.A;35.043.154/0001-17;I.M.A. INDUSTRIA MACCHINE AUTOMATICHE S.P.A. SIGLA IMA S.P.A;;PESSOA JURÍDICA;2261032 000115/2025;9480980;SIM;Vigente publicado;Fornecimento;Equipamento do tipo liofilizador;;;;;;;2025-12-10;2025-12-16;2026-12-16;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198961;1660000,0;0,0;0,0
2025;2260;FUNDACAO EZEQUIEL DIAS;INB COMERCIO LTDA;43.029.546/0001-88;INB COMERCIO LTDA;;PESSOA JURÍDICA;2261032 000079/2025;9481946;SIM;Vigente publicado;Fornecimento;FERRAMENTAS, ACESSÓRIOS, MÁQUINAS E UTENSÍLIOS - CARRINHO INDUSTRIAL, ESCADAS, BRACADEIRA, DISCOS (CORTE, DESBASTE E POLIR/LIXAR) ,ELETRODO DE SOLDAGEM, FURADEIRA, SERROTE, JOGO DE SERRA-COPO, MASCARA ELETRONICA PARA SOLDADOR, MANGUEIRA FLEXIVEL, MAQUINA DE SOLDA ELETRONICA.;;;;;;;2025-11-13;2025-11-17;2026-11-17;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199301;1133,97;1133,97;1133,97
2025;2260;FUNDACAO EZEQUIEL DIAS;INB COMERCIO LTDA;43.029.546/0001-88;INB COMERCIO LTDA;;PESSOA JURÍDICA;2261032 000279/2025;9480556;SIM;Vigente publicado;Fornecimento;Compra de COPO DESCARTÁVEL.;;;;;;;2025-11-14;2025-11-17;2028-11-17;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198771;4752,0;1584,0;0,0
2025;2260;FUNDACAO EZEQUIEL DIAS;INES MARIA CRIACOES LTDA - ME;05.271.078/0001-64;INES MARIA CRIACOES LTDA - ME;;PESSOA JURÍDICA;2261032 000357/2024;9468215;SIM;Vigente publicado;Fornecimento;ROUPAS ÍNTIMAS DE ALGODÃO;;;;;;;2025-05-14;2025-05-15;2026-05-15;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195264;14297,0;7148,5;7148,5
2025;2260;FUNDACAO EZEQUIEL DIAS;INFORS HT LATIN AMERICA LTDA;24.636.794/0001-42;INFORS HT LATIN AMERICA LTDA;;PESSOA JURÍDICA;2261032 000337/2024;9452415;SIM;Vigente publicado;Serviço;MANUTENÇÃO PREVENTIVA, MANUTENÇÃO CORRETIVA COM FORNECIMENTO DE PEÇAS, CALIBRAÇÃO E QUALIFICAÇÃO PARA EQUIPAMENTOS INFORS;;;;;;;2025-03-19;2025-03-20;2030-03-20;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Fornecedor exclusivo;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193799;590223,91;60000,0;12511,88
2025;2260;FUNDACAO EZEQUIEL DIAS;INLABEL SOLUCOES EM ROTULOS ADESIVOS LTDA;20.772.716/0001-14;INLABEL SOLUCOES EM ROTULOS ADESIVOS LTDA;;PESSOA JURÍDICA;2261032 000356/2024;9451428;SIM;Encerrado;Fornecimento;Aquisição de ETIQUETAS.;;;;;;;2025-02-26;2025-02-27;2026-02-27;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=193658;1500,0;1500,0;1500,0
2025;2260;FUNDACAO EZEQUIEL DIAS;INOVA COMERCIAL & TRANSPORTES RODOVIARIOS LTDA;21.286.632/0001-33;INOVA COMERCIAL & TRANSPORTES RODOVIARIOS LTDA;;PESSOA JURÍDICA;2261032 000163/2025;9474692;SIM;Vigente publicado;Fornecimento;compra de ARMÁRIO CORTA-FOGO;;;;;;;2025-08-20;2025-08-21;2026-08-21;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação - Por valor;Cotação eletrônica - adm direta, fundação ou autarquia;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=197550;5200,0;5200,0;5200,0
2025;2260;FUNDACAO EZEQUIEL DIAS;INSTRON BRASIL EQUIPAMENTOS CIENTIFICOS LTDA;42.168.526/0001-25;INSTRON BRASIL EQUIPAMENTOS CIENTIFICOS LTDA;;PESSOA JURÍDICA;2261032 000128/2025;9478809;SIM;Vigente publicado;Serviço;contratação da prestação de serviços comuns de MANUTENÇÃO PREVENTIVA, MANUTENÇÃO CORRETIVA E CALIBRAÇÃO, COM FORNECIMENTO DE PEÇAS, PARA EQUIPAMENTOS DA MARCA INSTRO;;;;;;;2025-09-18;2025-09-19;2030-09-19;Bens e serviços - Lei nº 14.133/21;Inexigibilidade;Inexigibilidade - Fornecedor exclusivo;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198237;206660,33;111000,0;17471,0
2025;2260;FUNDACAO EZEQUIEL DIAS;INSTRUTHERM INSTRUMENTOS DE MEDICAO LTDA;53.775.862/0001-52;INSTRUTHERM INSTRUMENTOS DE MEDICAO LTDA;;PESSOA JURÍDICA;2261032 000355/2024;9468347;SIM;Encerrado;Fornecimento;Compra de INSTRUMENTOS DE MEDIÇÃO - DATALOGGER, PAQUIMETRO, TERMOMETRO, TURBIDIMETRO, TIMER, CRONOMETRO, VISCOSIMETRO, ALCOOMETRO, ELETRODO E OSMOMETRO;;;;;;;2025-08-01;2025-08-05;2026-08-05;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=195359;510,0;510,0;510,0
2025;2260;FUNDACAO EZEQUIEL DIAS;INTERJET COMERCIAL LTDA;59.403.410/0001-26;INTERJET COMERCIAL LTDA;;PESSOA JURÍDICA;2261032 000002/2025;9470542;SIM;Vigente publicado;Fornecimento;Aquisição de REAGENTES E PRODUTOS PARA MICROSCOPIA/MICROBIOLOGIA E ÓLEO DE IMERSÃO.;;;;;;;2025-07-29;2025-07-30;2026-07-30;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=196053;6080,0;3810,0;3810,0
2025;2260;FUNDACAO EZEQUIEL DIAS;INTERJET COMERCIAL LTDA;59.403.410/0001-26;INTERJET COMERCIAL LTDA;;PESSOA JURÍDICA;2261032 000081/2025;9480969;SIM;Vigente publicado;Fornecimento;aquisição de REAGENTES FÍSICO-QUÍMICOS,;;;;;;;2025-11-04;2025-11-06;2028-11-06;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198942;9691,84;4152,24;1080,0
2025;2260;FUNDACAO EZEQUIEL DIAS;INTERJET COMERCIAL LTDA;59.403.410/0001-26;INTERJET COMERCIAL LTDA;;PESSOA JURÍDICA;2261032 000361/2024;9460082;SIM;Vigente publicado;Fornecimento; AQUISIÇÃO DE CORANTES;;;;;;;2025-05-15;2025-05-19;2026-05-19;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194880;600,0;600,0;600,0
2025;2260;FUNDACAO EZEQUIEL DIAS;INTERJET COMERCIAL LTDA;59.403.410/0001-26;INTERJET COMERCIAL LTDA;;PESSOA JURÍDICA;2261032 000410/2024;9459825;SIM;Vigente publicado;Fornecimento;aquisição de PERÓXIDO DE HIDROGÊNIO;;;;;;;2025-04-14;2025-04-22;2030-04-22;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194648;1274,0;318,5;318,5
2025;2260;FUNDACAO EZEQUIEL DIAS;INTERLAB DISTRIBUIDORA DE PRODUTOS CIENTIFICOS LTDA.;46.849.303/0001-84;INTERLAB DISTRIBUIDORA DE PRODUTOS CIENTIFICOS LTDA.;;PESSOA JURÍDICA;2261032 000039/2025;9458836;SIM;Encerrado;Fornecimento;Aquisição de meios de cultura desidratados;;;;;;;2025-03-25;2025-03-26;2026-02-11;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação;Dispensa de Licitação - Casos de emergência ou de calamidade pública;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=194371;3521,0;3521,0;3521,0
2025;2260;FUNDACAO EZEQUIEL DIAS;INTERLAB DISTRIBUIDORA DE PRODUTOS CIENTIFICOS LTDA.;46.849.303/0001-84;INTERLAB DISTRIBUIDORA DE PRODUTOS CIENTIFICOS LTDA.;;PESSOA JURÍDICA;2261032 000296/2025;9481028;SIM;Vigente publicado;Fornecimento; Aquisição de CEPAS;;;;;;;2025-11-05;2025-11-07;2026-11-07;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação;Dispensa de Licitação - Aquisição de produtos para pesquisa e desenvolvimento;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=198949;2815,0;2815,0;2815,0
2025;2260;FUNDACAO EZEQUIEL DIAS;IS 8 INTERNATIONAL SUPPLIES IMPORTACAO E COMERCIO DE PRODUTOS HOSPITALARES LTDA;30.597.921/0001-44;IS 8 INTERNATIONAL SUPPLIES IMPORTACAO E COMERCIO DE PRODUTOS HOSPITALARES LTDA;;PESSOA JURÍDICA;2261032 000370/2024;9473425;SIM;Vigente publicado;Fornecimento;MATERIAL MÉDICO E ODONTOLÓGICO;;;;;;;2025-08-19;2025-08-20;2026-08-20;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=197242;9280,0;8700,0;8700,0
2025;2260;FUNDACAO EZEQUIEL DIAS;LABSYNTH PRODUTOS PARA LABORATORIOS LTDA;51.462.471/0001-52;LABSYNTH PRODUTOS PARA LABORATORIOS LTDA;;PESSOA JURÍDICA;2261032 000322/2025;9485469;SIM;Vigente publicado;Fornecimento;INSTRUMENTOS DE MEDIÇÃO - TERMOMETRO;;;;;;;2025-12-02;2025-12-09;2026-12-09;Bens e serviços - Lei nº 14.133/21;Dispensa de Licitação;Dispensa de Licitação - Proced. anterior com ausência de licitantes interessados ou de propostas vál;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=199764;1393,7;633,5;0,0
2025;2260;FUNDACAO EZEQUIEL DIAS;LAERCIO SOUZA CARDOSO - CPF 32493177649 - ME;18.839.001/0001-90;LAERCIO SOUZA CARDOSO - CPF 32493177649 - ME;;PESSOA JURÍDICA;2261032 000003/2025;9490673;SIM;Vigente publicado;Serviço;Contratação de serviços de LIMPEZA E HIGIENIZAÇÃO DE CARPETES, TAPETES, ESTOFADOS E PERSIANAS;;;;;;;2025-12-17;2025-12-18;2030-12-18;Bens e serviços - Lei nº 14.133/21;Pregão;Pregão - Pregão eletrônico;https://www1.compras.mg.gov.br/contrato/gestaocontratos/arquivosContrato.html?idContrato=201042;59092,0;22715,0;0,0
